as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-04-09,2026-03-01,0.033117677040891413,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-04-01,0.038326657210991266,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-05-01,0.038744497845799808,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-06-01,0.037075157877114684,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-07-01,0.035233154206186112,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-08-01,0.032792552534755659,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-09-01,0.031403940886699511,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-10-01,0.028887851500595918,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-11-01,0.032142218053695881,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2026-12-01,0.03184345818906742,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2027-01-01,0.03179380910801477,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
2026-04-09,2027-02-01,0.030686843031350719,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-04-09,0
