as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-03-30,2026-03-01,0.033524182377055567,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-04-01,0.038576037656447237,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-05-01,0.039491079899833803,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-06-01,0.037726197525429495,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-07-01,0.036285629380153894,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-08-01,0.034150677827987419,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-09-01,0.032789408866995107,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-10-01,0.030116337637129842,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-11-01,0.033283763521143372,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2026-12-01,0.032834033833867293,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2027-01-01,0.032749990776382631,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
2026-03-30,2027-02-01,0.032073075569563958,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-30,0
