as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-04-21,2026-04-01,0.036845960816097589,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-05-01,0.037671286143126093,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-06-01,0.036858144661009895,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-07-01,0.035326019662712538,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-08-01,0.033193816825937805,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-09-01,0.031896551724138078,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-10-01,0.029471382415449554,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-11-01,0.032728417077520167,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2026-12-01,0.032667394940349537,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2027-01-01,0.032716170845989989,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2027-02-01,0.031604877824869426,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
2026-04-21,2027-03-01,0.025432069603558816,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-03-01,2026-04-21,0
