as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-03-20,2026-03-01,0.033586721659542462,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-04-01,0.039137143658722895,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-05-01,0.040175446782698021,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-06-01,0.038563248501833902,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-07-01,0.0372761942497708,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-08-01,0.034891473442477228,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-09-01,0.032789408866995107,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-10-01,0.031037702239530285,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-11-01,0.034116783186577848,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2026-12-01,0.03371043097755333,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2027-01-01,0.033623159888332754,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
2026-03-20,2027-02-01,0.032853405144054992,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-20,0
