as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-05-15,2026-05-01,0.043597281197019999,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-06-01,0.043833569464380329,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-07-01,0.042507614967435048,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-08-01,0.04029310813146636,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-09-01,0.038977832512315125,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-10-01,0.035828798172012677,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-11-01,0.038898933117776702,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2026-12-01,0.038993501083152804,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2027-01-01,0.038856025481780243,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2027-02-01,0.037783251985250121,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2027-03-01,0.031552361657475547,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
2026-05-15,2027-04-01,0.02677016395411691,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-04-01,2026-05-15,0
