as_of_date,reference_month,implied_zc_rate,node_status,fit_status,model_version,matrix_version,base_month,training_cutoff,source_trade_count
2026-03-24,2026-03-01,0.033586721659542462,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-04-01,0.037391480540532207,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-05-01,0.038340099233198144,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-06-01,0.036765138996964986,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-07-01,0.035449840271414734,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-08-01,0.033255549793811845,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-09-01,0.031988916256157518,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-10-01,0.02934853380179625,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-11-01,0.032419891275507373,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2026-12-01,0.031991581649972067,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2027-01-01,0.031910641594824929,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
2026-03-24,2027-02-01,0.031191762167786186,broker_marks,unknown,uscpi_zc_factor_v1,legacy_barclays_curve_archive,2026-02-01,2026-03-24,0
